triplet_id,sub_label,rel_label,obj_label
15468,phenytoin,CC,eszopiclone
15469,cdk4,Rg,cntn2
15470,gspt1,GG,nos1
15471,mapk8,I,fosl2
15472,fth1,Ra,fth1
15473,topiramate,T,epilepsy
15474,chd8,Q,tp53
15475,lymphoma non hodgkin,ML,slc6a2
15476,hint1,I,tobacco use disorder
15477,fcgr2a,Rg,egfr
15478,ren,K,phenoxybenzamine
15479,ondansetron,Pr,pain
15480,vemurafenib,N,egfr
15481,crhr2,GG,fzd4
15482,psma5,GG,psmb8
15483,bezafibrate,T,barth syndrome
15484,aqp9,GG,nr1h4
15485,fga,GG,tf
15486,quinidine,CC,sodium bicarbonate
15487,il10,P,myocardial ischemia
15488,cdh3,GG,dsg2
15489,krt7,Ra,kras
15490,liver neoplasms,ML,prdx4
15491,ketamine,Sa,overdose
15492,melanoma,ML,edn1
15493,f8,GG,calr
15494,cxcl12,P,genital neoplasms female
15495,cd44,P,pulmonary disease chronic obstructive
15496,etfb,GG,acadm
15497,krt3,GG,krt81
15498,nitric oxide,Pr,heart diseases
15499,rpl5,Ra,rpl11
15500,casp3,Rg,tnfrsf1a
15501,csnk1g1,GG,kalrn
15502,tbp,P,hypersensitivity
15503,abcc4,Te,liver cirrhosis biliary
15504,testosterone,Pr,spinal curvatures
15505,acss3,E,slc2a1
15506,il17a,Rg,hsp90aa1
15507,ctgf,P,hepatitis viral human
15508,lidocaine,T,hematoma
15509,pdpk1,GG,adam17
15510,chlordiazepoxide,CC,gamma hydroxybutyric acid
15511,smarce1,B,ar
15512,neoplasms neuroepithelial,ML,cnr1
15513,trpm4,GG,trpc1
15514,flna,GG,rps6ka1
15515,il2rb,Rg,il4
15516,gucy2c,GG,npr2
15517,disulfiram,T,anxiety related personality traits
15518,slco1b1,U,muscular diseases
15519,cd4,Q,adamts13
15520,bax,Rg,tlr4
15521,sema4d,P,breast neoplasms
15522,bumetanide,T,liver diseases
15523,prl,E,gh1
15524,klrk1,Rg,klrk1
15525,clk1,GG,stk17b
15526,irf1,GG,traf3
15527,digoxin,J,intellectual disability
15528,ubqln2,Ra,grn
15529,pten,Ra,brca2
15530,camk2b,I,rela
15531,vitamin c,Sa,overweight
15532,axl,Rg,ctgf
15533,fosphenytoin,I,cyp2c8
15534,schizophrenia,ML,pomc
15535,cyp2j2,Q,cyp4a11
15536,codeine,CC,cimetidine
15537,nampt,P,respiratory hypersensitivity
15538,hmgb1,Rg,tnf
15539,clonidine,T,cardiomegaly
15540,prdx4,GG,cyp27a1
15541,tetracycline,T,cardiotoxicity
15542,fibrosis,ML,coq9
15543,htra1,Ra,nfatc1
15544,nicotine,E,pnmt
15545,fabp2,GG,fabp6
15546,pomc,P,paralysis
15547,il3,Rg,nfatc1
15548,neoplasms,ML,bax
15549,il10,E,zbtb16
15550,stat3,I,lymphoma
15551,mkrn3,Rg,igf1
15552,egr2,Rg,foxp3
15553,slc2a4,Rg,enpep
15554,notch1,P,lymphoma non hodgkin
15555,abcb7,Q,cd2ap
15556,l tryptophan,I,wars2
15557,il6r,GG,map2k1
15558,igf2r,Q,igf1r
15559,testosterone,T,seizures
15560,ptger1,Ra,tyrp1
15561,neoplasms,ML,pdcd1
15562,gastrointestinal neoplasms,ML,pias1
15563,ccl5,E,serping1
15564,vegfa,E,dusp1
15565,bortezomib,T,leukemia lymphoid
15566,cd4,Q,nck1
15567,breast neoplasms,ML,l1cam
15568,fabp1,Q,tgfb1
15569,oxtr,Ra,comt
15570,tnfrsf10b,E,tnfrsf1b
15571,respiratory tract neoplasms,ML,lepr
15572,glutathione,J,arteriosclerosis
15573,warfarin,Sa,aneurysm
15574,map2k2,Ra,braf
15575,nampt,P,van der woude syndrome
15576,fzd3,Ra,ror1
15577,metformin,Sa,myocardial ischemia
15578,spp1,Q,ldlr
15579,cd8a,Q,dpp4
15580,ptgir,I,treprostinil
15581,nefm,B,afp
15582,hgf,Te,neoplasms
15583,periodontitis,ML,sfrp5
15584,gna13,I,plcb1
15585,col3a1,U,aortic aneurysm
15586,smad3,GG,smad9
15587,cfhr4,I,exanthema
15588,dapsone,CC,nitroglycerin
15589,rocuronium,T,asthenia
15590,dcx,GG,pot1
15591,butalbital,CC,valproic acid
15592,maoa,GG,scarb2
15593,cpb1,GG,dpp4
15594,alox5ap,U,coronary disease
15595,itgb3,Q,cd200
15596,epas1,Ra,cdkn2a
15597,fabp1,GG,fads2
15598,twist1,E,kras
15599,chlordiazepoxide,CC,rotigotine
15600,ketamine,Iw,crh
15601,art1,GG,art4
15602,glutathione,T,leukopenia
15603,casp1,P,kidney diseases
15604,ereg,E,phb2
15605,pantoprazole,CC,tacrolimus
15606,progesterone,T,carcinoma bronchogenic
15607,tlr2,Rg,il7r
15608,cd34,Q,rag1
15609,methohexital,CC,amyl nitrite
15610,nfkbia,GG,tnfsf10
15611,kiss1,P,overweight
15612,cyb5r1,GG,ca1
15613,frzb,GG,bbs10
15614,gabra1,GG,gabrr2
15615,bromocriptine,CC,clarithromycin
15616,drd4,I,clozapine
15617,epo,B,egr2
15618,dusp5,Ra,dusp1
15619,tlr3,U,brain diseases
15620,abcb1,E,nr1i2
15621,erlotinib,N,mapk14
15622,msh6,GG,cnnm2
15623,il6,U,bone density
15624,birc7,P,neoplasms
15625,ada,Q,tfap2a
15626,neoplasms neuroepithelial,ML,sox2
15627,nfkbia,E,clu
15628,megestrol acetate,I,abcb1
15629,ercc2,Ra,fgfr4
15630,akap9,P,alzheimer disease
15631,dexamethasone,E,ntf3
15632,lupus erythematosus systemic,X,tfpi
15633,pcna,Te,myeloproliferative disorders
15634,cinitapride,I,htr1a
15635,testosterone,T,gram positive bacterial infections
15636,pazopanib,T,gastrointestinal neoplasms
15637,melanoma,ML,nrp1
15638,jak2,Rg,ccnd1
15639,tnf,U,erythema nodosum
15640,eif2ak2,P,neurotoxicity syndromes
15641,methsuximide,CC,luliconazole
15642,gastrointestinal neoplasms,ML,tacr1
15643,carcinoma,ML,bcl2
15644,tubb,GG,tbce
15645,notch1,P,gastrointestinal neoplasms
15646,fdx1,GG,nfs1
15647,slc29a1,Te,neoplasms
15648,hp,B,lcat
15649,src,P,acute lung injury
15650,pik3ca,Rg,ptpn11
15651,adh5,Ra,aldh1a1
15652,gast,E,fgf7
15653,bag3,P,genital neoplasms male
15654,abca1,Ra,stat3
15655,gad2,GG,glud2
15656,adh1b,Q,adh1b
15657,adipoq,Iw,mvd
15658,alfacalcidol,T,lupus erythematosus systemic
15659,dlg4,Rg,cacng2
15660,tacrolimus,CC,alogliptin
15661,ctf1,GG,nfatc1
15662,stat5a,Ra,tyk2
15663,phenobarbital,Sa,hypotrichosis
15664,ikzf3,GG,notch1
15665,trpc3,GG,dgke
15666,zfyve26,GG,fyco1
15667,bezafibrate,E,cpt2
15668,sulindac,I,akr1b1
15669,arg1,Rg,pdcd1
15670,aprindine,E,cyp2d6
15671,il17a,Rg,rac1
15672,chordoma,ML,sphk1
15673,tek,Rg,alk
15674,sele,Ra,mmp3
15675,gja1,Rg,vegfa
15676,gastrointestinal neoplasms,ML,cyp1a1
15677,il10,B,egf
15678,ccr2,Ra,hla drb1
15679,ncam1,Q,aldh1a1
15680,pdgfb,Q,angpt2
15681,inflammation,ML,mafb
15682,apoe,U,hemorrhage
15683,lpl,P,hypothyroidism
15684,plk4,E,cdc25c
15685,pnpla3,U,fatty liver
15686,vegfa,Ra,pttg1
15687,pax3,GG,sox10
15688,egf,E,tf
15689,eps8,GG,nmt1
15690,aminophylline,T,intellectual disability
15691,tyk2,Q,cd4
15692,araf,I,mras
15693,ccr5,E,cyp2c8
15694,esr1,Ra,gstt2
15695,slc22a5,GG,slc28a1
15696,pon1,U,diabetic angiopathies
15697,serpinc1,P,brain diseases metabolic inborn
15698,gnat2,GG,rpgr
15699,citalopram,CC,primaquine
15700,metolazone,Sa,seizures
15701,fgf21,P,mitochondrial diseases
15702,cyp2c18,GG,cyp2j2
15703,norethindrone,T,uterine diseases
15704,trh,Te,cerebrovascular disorders
15705,cd1a,Q,cd8a
15706,cst3,Te,hepatitis b
15707,rbpj,I,ectodermal dysplasia
15708,liver neoplasms,ML,psca
15709,dhcr24,GG,prkcsh
15710,vitamin e,E,cat
15711,drd2,I,phentolamine
15712,sf3b4,GG,taf15
15713,pax8,Ra,meg3
15714,pomc,Te,diabetes mellitus
15715,bosentan,CC,ethosuximide
15716,snai2,Rg,zeb1
15717,ahr,Q,ccl2
15718,irs1,D,liver neoplasms
15719,phox2b,P,neoplasms
15720,cd44,Ra,hmga2
15721,piroxicam,T,cerebrovascular disorders
15722,clonidine,T,cerebrovascular disorders
15723,verapamil,CC,dabrafenib
15724,cd4,Rg,tnfrsf1a
15725,reln,Ra,rac1
15726,neurofibromatoses,Iw,osteoporosis
15727,atorvastatin,CC,ivacaftor
15728,dipyridamole,E,ppbp
15729,map2k1,GG,map2k4
15730,vilazodone,CC,dabrafenib
15731,ganciclovir,T,idiopathic pulmonary fibrosis
15732,amikacin,T,ulcer
15733,calr,U,leukemia myeloid
15734,clec16a,E,sh2b3
15735,gk,GG,bin1
15736,cholecalciferol,CC,warfarin
15737,sunitinib,T,urologic neoplasms
15738,infarction,ML,itgal
15739,adenosine,T,gram positive bacterial infections
15740,tmem43,GG,slc9a3r2
15741,gstm2,Z,glutathione
15742,cx3cr1,Ra,rhoa
15743,cd14,E,mmp3
15744,dopamine,CC,lisdexamfetamine
15745,ltb,E,il11
15746,col18a1,P,neovascularization pathologic
15747,bax,E,med1
15748,sodium bicarbonate,Pr,death
15749,l alanine,T,fever
15750,il6st,U,adenoma
15751,nr0b1,GG,pparg
15752,enzalutamide,T,genital neoplasms male
15753,faslg,Te,renal insufficiency
15754,hif1a,Rg,tnf
15755,haloperidol,T,opioid related disorders
15756,halothane,N,atp2a1
15757,cdk3,GG,kir3dl1
15758,plcb1,Rg,snca
15759,cnr1,U,cardiotoxicity
15760,albendazole,C,fractures bone
15761,sell,Q,cd79b
15762,sp1,B,rps6ka3
15763,grin1,GG,rps6ka1
15764,ugt1a7,E,cyp1a1
15765,leukemia,ML,lepr
15766,dars,GG,shmt2
15767,ccnd1,Rg,cntn2
15768,pentobarbital,CC,felodipine
15769,mybpc1,GG,tcap
15770,tyrp1,Ra,asip
15771,reserpine,CC,risperidone
15772,gliclazide,CC,paliperidone
15773,akt1,Rg,men1
15774,nitric oxide,T,reperfusion injury
15775,casr,P,renal insufficiency
15776,cd96,GG,ttk
15777,clonidine,I,adra2a
15778,ntf3,Ra,pax8
15779,cxcr6,Q,cd34
15780,mitf,D,drug toxicity
15781,mpo,Q,epo
15782,pravastatin,T,diabetes mellitus
15783,hla dqb1,Q,il4
15784,bambuterol,T,respiratory hypersensitivity
15785,elk1,GG,cd247
15786,tnfaip3,B,gstm5
15787,cacng1,GG,casq2
15788,mmp19,P,otorhinolaryngologic neoplasms
15789,shc1,B,inpp5d
15790,levofloxacin,T,bronchitis
15791,quinine,CC,atracurium
15792,gefitinib,T,pain
15793,rosiglitazone,T,psoriasis
15794,cyp19a1,Ra,neil1
15795,sox3,Ra,pou5f1
15796,pitx1,I,limb deformities congenital
15797,ptpn22,U,arteriosclerosis
15798,alendronate,CC,deferasirox
15799,ticlopidine,Pr,rectal diseases
15800,kng1,E,itch
15801,smad7,Rg,irf1
15802,il2,P,gram positive bacterial infections
15803,erbb3,I,docetaxel
15804,tgfbr1,U,neoplasms
15805,fancc,GG,tp53
15806,methadone,T,cardiomyopathy dilated
15807,temozolomide,T,melanoma
15808,bezafibrate,T,lipoprotein glomerulopathy
15809,vegfa,Q,osm
15810,kit,GG,yes1
15811,dihydroergotamine,Sa,ischemia
15812,krt85,GG,krt75
15813,succinic acid,I,p4ha1
15814,glutathione,T,idiopathic pulmonary fibrosis
15815,lamivudine,T,jaundice neonatal
15816,il1a,Rg,csf1
15817,fos,D,lipidoses
15818,il3,Q,kl
15819,pdk4,GG,rxrb
15820,meloxicam,CC,arbekacin
15821,mvk,Q,mefv
15822,slc39a4,Q,vegfa
15823,pilocarpine,T,mydriasis
15824,pdx1,Q,krt7
15825,otorhinolaryngologic neoplasms,ML,rrm2
15826,chlorthalidone,T,neoplasms
15827,nfkb1,E,tlr4
15828,mlxipl,E,apob
15829,meloxicam,Sa,drug toxicity
15830,cdh1,Te,uterine diseases
15831,pancreatic neoplasms,ML,ret
15832,neoplasms,ML,foxf2
15833,itga2,Ra,itgb4
15834,mat1a,GG,bcat2
15835,nfkbia,GG,nos2
15836,tamoxifen,J,genital neoplasms female
15837,body weight changes,X,bche
15838,shank2,GG,bach1
15839,igfbp3,Ra,hsd3b1
15840,dao,E,tnf
15841,acly,Ra,ace
15842,adk,P,seizures
15843,chek1,GG,hus1
15844,mmp13,Rg,acan
15845,cyc1,GG,ndufs3
15846,arrb1,GG,prkacb
15847,vdr,I,conjugated estrogens
15848,cdk2,GG,crabp2
15849,nefazodone,CC,pazopanib
15850,per2,P,myocardial ischemia
15851,urination disorders,ML,hsd11b2
15852,cyp1a1,P,gastrointestinal neoplasms
15853,ca1,Rg,casp6
15854,phenylephrine,CC,salbutamol
15855,neoplasms neuroepithelial,ML,idh1
15856,abcg2,Rg,smpd3
15857,slc18a1,Ra,bdnf
15858,shbg,P,kidney diseases
15859,respiratory tract neoplasms,ML,ctnnb1
15860,itga2b,Q,fut4
15861,stk38,GG,bmpr1b
15862,genital neoplasms male,ML,gnmt
15863,ep300,B,atm
15864,gata4,GG,map3k7
15865,ptgs2,P,liver failure
15866,ep300,B,ewsr1
15867,l carnitine,T,hypothalamic diseases
15868,myc,E,edar
15869,apc,Rg,smad2
15870,snap25,Rg,abcg2
15871,epo,Te,leukemia myeloid
15872,rosiglitazone,E,fabp1
15873,hyperbilirubinemia hereditary,ML,aoc3
15874,pou3f4,E,gdnf
15875,ibutilide,CC,fingolimod
15876,hgf,Q,met
15877,nitrazepam,T,fibrosis
15878,usp33,Te,gastrointestinal neoplasms
15879,zap70,B,mif
15880,igfbp3,Ra,faslg
15881,respiratory tract neoplasms,ML,cyp2a6
15882,hsp90aa1,P,van der woude syndrome
15883,ep300,GG,atf5
15884,smad2,P,respiratory tract neoplasms
15885,gallium nitrate,T,neoplasms neuroepithelial
15886,malt1,GG,fadd
15887,ugt2b15,GG,cyp7b1
15888,alitretinoin,CC,dasatinib
15889,msr1,U,respiratory tract neoplasms
15890,huwe1,GG,mccc2
15891,birc7,P,respiratory tract neoplasms
15892,acan,GG,mmp8
15893,scnn1a,I,bronchiectasis
15894,carcinoma bronchogenic,ML,col4a3
15895,fpr1,P,colitis
15896,itga4,Q,vcam1
15897,arid1a,Ra,erbb3
15898,pik3r1,GG,cast
15899,glyburide,T,kidney diseases
15900,potassium iodide,C,neoplasms
15901,respiratory tract neoplasms,ML,faslg
15902,respiratory tract neoplasms,ML,cdh1
15903,alfacalcidol,T,renal insufficiency
15904,epstein barr virus infections,ML,cd44
15905,fcer2,P,giant cell arteritis
15906,gzmb,P,neoplasms
15907,hmgb1,Rg,rac1
15908,jak1,GG,mapk1
15909,psma7,GG,acta1
15910,il18,U,adnexal diseases
15911,tnfsf10,Q,faslg
15912,ace,Rg,tbxa2r
15913,map3k1,Rg,map3k5
15914,tek,Q,vwf
15915,cdkn1a,Rg,egfr
15916,arhgdia,Ra,cdc42
15917,npy,Ra,abcc8
15918,vwf,Q,kdr
15919,klk5,GG,s100a7
15920,mb,P,renal insufficiency
15921,fgf2,E,nos3
15922,rps6ka1,E,cdkn1b
15923,adra2a,Ra,ncan
15924,mitotane,CC,fosamprenavir
15925,captopril,T,respiratory tract neoplasms
15926,myc,Q,apc
15927,liver neoplasms,ML,kat2b
15928,trospium,CC,aclidinium
15929,cxcl12,P,fever
15930,ppara,P,adrenoleukodystrophy
15931,npy1r,GG,avpr1a
15932,osteochondrodysplasias,ML,insr
15933,gata4,GG,prkar2b
15934,suramin,T,sarcoma
15935,linezolid,T,endocarditis
15936,dexmedetomidine,T,systemic inflammatory response syndrome
15937,liver neoplasms,ML,pik3ca
15938,melanoma,ML,stat1
15939,impdh1,B,prpf3
15940,hla drb1,U,gram negative bacterial infections
15941,tolbutamide,CC,lacosamide
15942,pyridostigmine,T,panic attacks
15943,mocs1,Ra,suox
15944,ddx58,Q,ifit1
15945,cln3,Ra,dysf
15946,gata4,P,hyperglycemia
15947,tramadol,CC,telaprevir
15948,igf2r,Ra,ednrb
15949,cd40,Rg,ccl5
15950,dkk1,B,fgf2
15951,pitavastatin,Sa,cerebrovascular disorders
15952,chorea,ML,atxn2
15953,genital neoplasms male,ML,slco1b3
15954,lipa,P,arteriosclerosis
15955,ascl1,Rg,cga
15956,doxycycline,Pr,neurotoxicity syndromes
15957,dtymk,I,zidovudine
15958,epo,Te,mood disorder
15959,bumetanide,T,brain diseases
15960,flecainide,J,sensation disorders
15961,ep300,P,anxiety related personality traits
15962,pcnt,GG,ppp2ca
15963,sphk2,GG,sptlc2
15964,doxorubicin,T,carcinoma
15965,nicergoline,T,hypertension
15966,il10,B,xbp1
15967,intestinal neoplasms,ML,cyp3a4
15968,foxp3,Ra,tgfb1
15969,stat1,E,bcl2l11
15970,cyclosporine,T,psoriasis
15971,tfap2a,Rg,ets1
15972,cngb1,U,retinal dystrophies
15973,respiratory tract neoplasms,ML,c7
15974,gria1,K,lamotrigine
15975,lymphoma,ML,cd8a
15976,verapamil,Pr,coronary disease
15977,intestinal neoplasms,ML,nptx2
15978,hnf1a,Q,ccnd1
15979,cxcr6,U,neoplasms
15980,jak1,GG,raf1
15981,il6r,E,il10
15982,l dopa,N,cat
15983,cd46,Q,il6
15984,butalbital,CC,mexiletine
15985,kidney diseases,ML,hgf
15986,twist1,Q,cd44
15987,mmp9,Q,birc3
15988,nos1,GG,mccc1
15989,sirt3,B,foxo1
15990,breast neoplasms,ML,ptger4
15991,infarction,ML,igf1
15992,il6,Rg,kit
15993,carcinoma bronchogenic,ML,gli3
15994,keratitis,ML,trem1
15995,uterine diseases,ML,ephb4
15996,il2,E,nfkb1
15997,altretamine,T,neoplasms
15998,folic acid,T,huntington disease
15999,chka,Rg,csnk1e
16000,proflavine,N,glul
16001,bromocriptine,Sa,perceptual disorders
16002,cnr2,E,vegfa
16003,atrophy,ML,ccnd1
16004,neoplasms squamous cell,ML,calca
16005,vitamin a,T,malnutrition
16006,nts,Rg,gcg
16007,hps1,GG,slc45a2
16008,cocaine,E,ins
16009,hmgb1,Rg,gli3
16010,gh1,E,sstr1
16011,cyp1a1,Ra,pgr
16012,tnc,Te,kidney diseases
16013,egfr,Q,cd79a
16014,trh,P,intervertebral disc displacement
16015,pancreatic neoplasms,X,tnf
16016,cd27,P,colitis
16017,neoplasms,ML,shc1
16018,abcc2,O,carbamazepine
16019,trandolapril,T,coronary disease
16020,msh2,Ra,ptch1
16021,adipoq,E,cpb2
16022,kir3dl1,Q,afp
16023,socs3,E,gh1
16024,prf1,P,inflammation
16025,erythromycin,CC,clindamycin
16026,mmp2,U,arthritis rheumatoid
16027,cyba,Ra,ucp1
16028,indomethacin,E,slc15a1
16029,ursodeoxycholic acid,Pr,ascites
16030,plcb2,I,gnaq
16031,il2,Ra,raf1
16032,dapsone,CC,quinine
16033,ngf,P,retinoschisis
16034,snai2,Rg,myc
16035,cyp2c8,Ra,vhl
16036,igf1,B,casp3
16037,hsp90aa1,P,leukemia myeloid
16038,sulfamethoxazole,Sa,hypersensitivity
16039,hnrnpa1,GG,ubb
16040,cd36,Rg,lbp
16041,nppa,Q,cyp1b1
16042,propranolol,Sa,nail patella syndrome
16043,gm2a,GG,ap3b1
16044,smad2,Rg,vim
16045,hemangioma,ML,lyve1
16046,pah,Iw,vasculitis
16047,temazepam,CC,methadone
16048,cyp1a1,GG,hsd17b3
16049,psat1,GG,cdca3
16050,cdc25c,B,pin1
16051,casp3,Rg,egfr
16052,cdk6,GG,fbxo7
16053,sertraline,J,congenital abnormalities
16054,hematologic neoplasms,ML,hmmr
16055,tert,Ra,mgmt
16056,mmp16,GG,mmp19
16057,methyprylon,I,gabra1
16058,ogg1,Rg,dbh
16059,nr1i2,B,cyp7a1
16060,neuroectodermal tumors,ML,cdk4
16061,stk39,P,nephritis
16062,lymphoma,ML,sell
16063,urologic neoplasms,ML,brd4
16064,pparg,Te,arthritis rheumatoid
16065,lymphoma non hodgkin,ML,mdm2
16066,cdk5,B,gsk3b
16067,angpt2,E,vegfa
16068,pafah1b1,Rg,tuba1a
16069,risperidone,CC,metyrosine
16070,trichlormethiazide,CC,fesoterodine
16071,pcna,GG,sftpd
16072,mapk8,P,neoplasms
16073,dihydroergotamine,T,arteriosclerosis
16074,gabra6,GG,glra3
16075,map2k7,I,mapk14
16076,nts,Iw,pulmonary fibrosis
16077,slc2a2,GG,cacnb3
16078,eda,Ra,spry2
16079,hif1a,P,infarction
16080,butorphanol,CC,fentanyl
16081,budesonide,T,rhinitis
16082,hla drb1,GG,il1a
16083,amitriptyline,E,trh
16084,nicotine,E,tp53
16085,gpx1,Q,cyp11a1
16086,adenosine,E,c5
16087,il6,Q,ifit1
16088,cebpb,Q,nr3c1
16089,neoplasms,ML,akr1c1
16090,methacholine,T,hypersensitivity
16091,aurka,Ra,ephb3
16092,intestinal neoplasms,ML,msh2
16093,kidney diseases,ML,s100a11
16094,ctla4,U,spondylitis ankylosing
16095,demeclocycline,CC,hetacillin
16096,maml3,I,perphenazine
16097,neoplasms,ML,hint1
16098,cryz,GG,krt17
16099,midazolam,I,gabrg2
16100,ikbkg,Rg,birc2
16101,il6,E,osm
16102,pld2,E,arf1
16103,ccl11,Rg,ccr5
16104,ergotamine,I,adra1d
16105,s100b,Q,mbp
16106,phenylpropanolamine,CC,fenoterol
16107,disulfiram,CC,ethanol
16108,mrpl3,GG,cox10
16109,myc,GG,ppp3cc
16110,pdgfra,Ra,kras
16111,vim,Q,birc3
16112,gsr,Ra,idh1
16113,ethanol,Sa,myocardial ischemia
16114,bcl2,U,lymphoma
16115,slc3a1,Te,kidney diseases
16116,hdac2,D,hematologic neoplasms
16117,tcf7l2,P,hyperglycemia
16118,bcl2,Q,cr2
16119,ccl5,E,fos
16120,thrombocytopenia,ML,cxcl13
16121,aqp1,Rg,ca2
16122,lymphoma,ML,cr2
16123,nebivolol,T,cardiomyopathy dilated
16124,aicda,P,anemia sickle cell
16125,igf1r,B,stat5b
16126,hlcs,Rg,dnmt1
16127,mannitol,CC,tadalafil
16128,rhoa,Ra,lpar1
16129,cat,P,anemia hemolytic
16130,celecoxib,T,pancreatic neoplasms
16131,ptgs2,Rg,nfkbia
16132,trifluoperazine,T,heart arrest
16133,mto1,GG,ndufs5
16134,secobarbital,CC,pethidine
16135,ltbr,Q,cd40
16136,ogdh,GG,ddo
16137,fgf9,Q,bmp4
16138,colchicine,T,leukemia
16139,aldh1b1,GG,glo1
16140,tamoxifen,Sa,arrhythmias cardiac
16141,kcnj1,U,bloom syndrome
16142,prkcq,P,inflammation
16143,osm,Q,hp
16144,axl,Rg,egfr
16145,gata1,GG,smarca5
16146,tk1,P,carcinoma bronchogenic
16147,overweight,ML,calcr
16148,birc7,Rg,tp53
16149,slc7a1,GG,stx4
16150,kcnj8,GG,kcnn1
16151,b3gat3,Rg,sp1
16152,il4,Q,ciita
16153,ifit1,GG,pcca
16154,cyb5r2,GG,rhag
16155,testosterone,T,cardiovascular diseases
16156,bicd2,GG,lmnb2
16157,tgfb1,P,infertility
16158,nr2f2,Rg,ncl
16159,chlorpromazine,N,akt1
16160,kidney neoplasms,ML,nras
16161,ifng,GG,il17a
16162,vwa1,E,vwa1
16163,cd14,Rg,ace
16164,sotalol,T,psychomotor agitation
16165,ritonavir,CC,prednisone
16166,phb2,Ra,pak2
16167,ikbkg,GG,cd40
16168,salicylic acid,N,fech
16169,calr,Ra,btk
16170,nop2,GG,camk2a
16171,fhl2,B,cyp2e1
16172,lep,E,pcna
16173,gp1ba,Q,cd40
16174,crp,P,pneumonia
16175,shank2,GG,pde4d
16176,cd82,P,breast neoplasms
16177,slc6a2,Ra,oprm1
16178,smad4,Ra,hdac1
16179,gastrointestinal neoplasms,ML,foxp3
16180,adenosine,T,severe combined immunodeficiency
16181,gja4,GG,gja8
16182,nicotine,T,depression
16183,etoposide,Sa,stomatitis
16184,s adenosylmethionine,J,fibrosis
16185,mpo,K,montelukast
16186,forasartan,I,hypertension
16187,cog5,GG,vcp
16188,cisplatin,E,smarca4
16189,dextroamphetamine,T,motor neuron disease
16190,schizophrenia,ML,arvcf
16191,neoplasms,X,gpr87
16192,grb2,B,icos
16193,amphetamine,T,infections
16194,hsp90aa1,Iw,gc
16195,hgf,P,leukemia myeloid
16196,salsalate,T,pain
16197,pde5a,I,cardiovascular diseases
16198,genital neoplasms male,ML,ripk1
16199,levothyroxine,T,hypothyroidism
16200,erlotinib,N,jak2
16201,aminophylline,T,neurobehavioral manifestations
16202,alx3,U,heart defects congenital
16203,il1b,Rg,mmp9
16204,tbx21,Q,tlr4
16205,hnrnpa2b1,Ra,vcp
16206,cysltr2,Ra,gnaq
16207,clock,Ra,nr1d1
16208,pentolinium,T,renal insufficiency
16209,fasn,GG,pecr
16210,l alanine,E,ins
16211,neoplasms neuroepithelial,ML,igf1
16212,colchicine,T,ovarian cysts
16213,ngf,Q,gfap
16214,s adenosylmethionine,E,gnmt
16215,dcn,K,streptozocin
16216,aicda,Ra,cntn2
16217,adipoq,Rg,mocos
16218,adss,GG,abca5
16219,cd55,Q,itga3
16220,prdx6,Q,pla2g1b
16221,avp,Iw,pla2g1b
16222,slurp1,Iw,axenfeld rieger syndrome
16223,arrb1,Q,src
16224,fgfr1,B,cdh2
16225,cpb2,Rg,apoe
16226,grb2,Ra,hras
16227,des,Rg,pax7
16228,phagocyte bactericidal dysfunction,Iw,helminthiasis
16229,afp,Rg,hgf
16230,ltf,GG,cd14
16231,prkcb,I,stat3
16232,methotrexate,T,chorea
16233,mybpc3,GG,tpm3
16234,jak3,I,inflammatory bowel diseases
16235,head and neck neoplasms,ML,stk11
16236,hspa8,Ra,sod2
16237,tiaprofenic acid,Sa,ulcer
16238,paliperidone,T,urticaria
16239,intestinal neoplasms,ML,reg1a
16240,respiratory tract neoplasms,ML,egln2
16241,lck,Rg,inf2
16242,osm,Rg,cdh1
16243,rifapentine,CC,boceprevir
16244,dihomo gamma linolenic acid,T,amino acid metabolism inborn errors
16245,cyp46a1,GG,cyp26b1
16246,hmgb3,Rg,hmgb3
16247,neoplasms neuroepithelial,ML,cd8a
16248,csf1,GG,hla b
16249,vegfb,B,jun
16250,cyp2w1,P,liver neoplasms
16251,pivmecillinam,T,urinary bladder diseases
16252,foxp3,Q,il23a
16253,secobarbital,CC,enalapril
16254,dsg2,GG,sgcg
16255,ampd3,GG,plagl1
16256,gdnf,P,paralysis
16257,arteriosclerosis,X,fgfr4
16258,gastrointestinal neoplasms,ML,ca2
16259,mcl1,P,lymphoma
16260,tbp,GG,hdac3
16261,pcsk1,Q,pcsk6
16262,rilpivirine,CC,dabrafenib
16263,valsartan,CC,secobarbital
16264,trametinib,N,map2k2
16265,hyperbilirubinemia hereditary,ML,bcl2
16266,ahsg,P,liver neoplasms
16267,tnc,P,diabetes mellitus
16268,klkb1,GG,mmp13
16269,mmp7,Rg,wnt4
16270,notch1,E,il1b
16271,pon1,E,jph3
16272,rdx,E,cav1
16273,ephb2,GG,hmmr
16274,nitric oxide,E,pomc
16275,l phenylalanine,N,ache
16276,acarbose,E,slc5a4
16277,stat3,Ra,fto
16278,il11,E,csf1
16279,neurofibromatoses,Iw,neurofibromatoses
16280,hipk2,GG,mbp
16281,stroke,ML,ccl2
16282,cyp2c19,K,cyclophosphamide
16283,naltrexone,T,depression
16284,gh1,Te,osteochondrodysplasias
16285,wnt5a,U,congenital abnormalities
16286,folic acid,T,neural tube defects
